Age,Gender,Country,family_history,self_employed,no_employees,tech_company,Organizational_Care_1,Organizational_Care_2,Organizational_Access,Organizational_Support,Organizational_Protection,Organizational_Leave,mentalhealthconsequence,coworkers,supervisors,mentalimportance,mh_current,mh_diagnosed,mh_past,mh_treated,work_interfere_impact,work_interfere_treated,work_interfere_untreated,Organizational_Care_1_clean,Organizational_Access_clean,Organizational_Support_clean,Organizational_Protection_clean,Organizational_Leave_clean
40.0,Female,United States of America,Yes,0,100-500,1.0,1.0,0.0,1.0,1.0,1.0,1.0,"Yes, I observed",No,Yes,5.0,No,No response,No,1,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,Yes,Yes,Very easy
36.0,Female,United States of America,Yes,0,More than 1000,1.0,1.0,1.0,1.0,1.0,1.0,,Maybe/Not sure,Maybe,Maybe,4.0,Possibly,No response,Yes,1,Unknown,Sometimes,Sometimes,Yes,Yes,Yes,Yes,I don't know
48.0,Female,United States of America,No,1,Unknown,Unknown,,,,,,,I've always been self-employed,Unknown,Yes,Unknown,Don't Know,No response,No,0,No,Sometimes,Sometimes,Unknown,Unknown,Unknown,Unknown,Unknown
43.0,Male,United States of America,No,0,More than 1000,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Maybe/Not sure,Maybe,Yes,7.0,Don't Know,No response,Don't Know,0,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,Yes,Yes,Somewhat easy
38.0,Male,United States of America,Yes,0,100-500,1.0,1.0,1.0,1.0,2.0,1.0,3.0,Maybe/Not sure,Maybe,Maybe,6.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,Yes,I don't know,Yes,Neither easy nor difficult
42.0,Male,United States of America,I don't know,0,26-100,1.0,2.0,0.0,0.0,0.0,2.0,2.0,No,Yes,Yes,6.0,No,No response,Yes,1,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,I don't know,Somewhat easy
46.0,Male,United Kingdom,I don't know,0,500-1000,1.0,0.0,1.0,,1.0,1.0,3.0,"Yes, I experienced",Yes,Maybe,5.0,Yes,Yes,Possibly,1,Unknown,Sometimes,Often,No,Unknown,Yes,Yes,Neither easy nor difficult
30.0,Male,United States of America,Yes,0,More than 1000,0.0,1.0,1.0,1.0,0.0,1.0,5.0,"Yes, I observed",Yes,No,7.0,Yes,No,Unknown,1,Unknown,Sometimes,Often,Yes,Yes,No,Yes,Difficult
25.0,Male,United Kingdom,Yes,0,6-25,0.0,0.0,0.0,1.0,0.0,0.0,5.0,"Yes, I observed",Yes,No,0.0,Yes,Yes,Yes,1,Unknown,Rarely,Often,No,Yes,No,No,Difficult
28.0,Unknown,Canada,Yes,0,500-1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Maybe/Not sure,Maybe,Maybe,9.0,Don't Know,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,Yes,Yes,Very easy
24.0,Female,Germany,Yes,0,100-500,1.0,1.0,0.0,1.0,0.0,2.0,3.0,"Yes, I observed",Yes,Maybe,5.0,Possibly,No response,Possibly,1,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,No,I don't know,Neither easy nor difficult
26.0,Male,United Kingdom,Yes,0,1-5,1.0,2.0,0.0,0.0,0.0,2.0,5.0,No,No,Yes,6.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,I don't know,Difficult
43.0,Male,United States of America,Yes,0,More than 1000,1.0,1.0,1.0,1.0,0.0,2.0,2.0,"Yes, I experienced",Maybe,Maybe,1.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,Yes,No,I don't know,Somewhat easy
25.0,Female,United States of America,I don't know,0,More than 1000,0.0,1.0,1.0,1.0,0.0,2.0,,No,No,No,5.0,Yes,Yes,Yes,1,Unknown,Often,Often,Yes,Yes,No,I don't know,I don't know
34.0,Male,United States of America,Yes,0,More than 1000,0.0,1.0,2.0,0.0,1.0,2.0,,No,No,No,6.0,Yes,Yes,Yes,0,Unknown,Rarely,Often,Yes,No,Yes,I don't know,I don't know
28.0,Female,United States of America,No,0,26-100,1.0,1.0,2.0,1.0,1.0,1.0,1.0,Maybe/Not sure,Yes,No,8.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,Yes,Yes,Very easy
27.0,Male,South Africa,I don't know,0,26-100,1.0,0.0,0.0,,0.0,1.0,4.0,"Yes, I experienced",Maybe,Yes,5.0,Yes,Yes,Possibly,1,Unknown,Sometimes,Often,No,Unknown,No,Yes,Somewhat difficult
22.0,Male,India,No,0,26-100,1.0,0.0,1.0,0.0,1.0,1.0,2.0,Maybe/Not sure,Yes,Maybe,8.0,Don't Know,No response,Don't Know,0,Unknown,Sometimes,Sometimes,No,No,Yes,Yes,Somewhat easy
24.0,Female,Romania,Yes,0,26-100,1.0,2.0,1.0,0.0,0.0,1.0,1.0,No,Yes,No,5.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,Yes,Very easy
33.0,Female,Pakistan,No,1,Unknown,Unknown,,,,,,,No,Unknown,Yes,Unknown,Yes,No,Unknown,0,Yes,Sometimes,Often,Unknown,Unknown,Unknown,Unknown,Unknown
41.0,Male,Germany,No,1,Unknown,Unknown,,,,,,,"Yes, I experienced",Unknown,Yes,Unknown,Possibly,No response,Yes,1,No,Not applicable to me,Often,Unknown,Unknown,Unknown,Unknown,Unknown
26.0,Female,United Kingdom,I don't know,0,26-100,1.0,0.0,2.0,,0.0,2.0,,"Yes, I observed",No,No,1.0,Possibly,No response,Possibly,0,Unknown,Often,Often,No,Unknown,No,I don't know,I don't know
39.0,Male,United States of America,I don't know,1,Unknown,Unknown,,,,,,,"Yes, I experienced",Unknown,Yes,Unknown,Yes,Yes,Yes,1,Yes,Rarely,Often,Unknown,Unknown,Unknown,Unknown,Unknown
24.0,Male,United States of America,No,0,1-5,1.0,2.0,0.0,0.0,0.0,2.0,2.0,Maybe/Not sure,Maybe,Maybe,7.0,Possibly,No response,Possibly,0,Unknown,Not applicable to me,Often,I don't know,No,No,I don't know,Somewhat easy
54.0,Male,United States of America,I don't know,0,More than 1000,1.0,2.0,0.0,0.0,0.0,2.0,,"Yes, I experienced",Yes,No,3.0,Yes,Yes,Yes,1,Unknown,Sometimes,Sometimes,I don't know,No,No,I don't know,I don't know
47.0,Male,United States of America,Yes,0,More than 1000,0.0,1.0,1.0,1.0,1.0,2.0,2.0,"Yes, I observed",Yes,Yes,5.0,Yes,Yes,Yes,1,Unknown,Sometimes,Sometimes,Yes,Yes,Yes,I don't know,Somewhat easy
33.0,Male,Sweden,No,0,More than 1000,1.0,0.0,0.0,,0.0,2.0,1.0,No,Yes,Yes,5.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,No,Unknown,No,I don't know,Very easy
30.0,Unknown,United States of America,Yes,0,100-500,1.0,1.0,0.0,1.0,0.0,1.0,2.0,No,Yes,Yes,3.0,Yes,Yes,No,1,Unknown,Rarely,Often,Yes,Yes,No,Yes,Somewhat easy
48.0,Male,United States of America,I don't know,0,More than 1000,0.0,1.0,2.0,1.0,0.0,2.0,,Maybe/Not sure,Maybe,No,5.0,Possibly,No response,Possibly,1,Unknown,Rarely,Rarely,Yes,Yes,No,I don't know,I don't know
35.0,Male,United States of America,Yes,0,More than 1000,1.0,2.0,1.0,0.0,2.0,1.0,2.0,No,Yes,Yes,3.0,Possibly,No response,Possibly,1,Unknown,Sometimes,Often,I don't know,No,I don't know,Yes,Somewhat easy
34.0,Male,United States of America,I don't know,0,26-100,0.0,2.0,2.0,0.0,0.0,2.0,2.0,"Yes, I observed",Yes,Yes,5.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,I don't know,Somewhat easy
31.0,Male,Serbia,No,1,Unknown,Unknown,,,,,,,No,Unknown,Yes,Unknown,No,No response,No,0,Not applicable to me,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
25.0,Male,United States of America,Yes,0,500-1000,1.0,1.0,0.0,1.0,0.0,1.0,2.0,Maybe/Not sure,Maybe,Maybe,7.0,Possibly,No response,Possibly,0,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,No,Yes,Somewhat easy
48.0,Male,Spain,Yes,0,More than 1000,1.0,0.0,0.0,0.0,0.0,2.0,2.0,Maybe/Not sure,Maybe,No,5.0,Yes,Yes,Yes,1,Unknown,Never,Sometimes,No,No,No,I don't know,Somewhat easy
34.0,Male,United States of America,I don't know,0,100-500,0.0,1.0,2.0,0.0,1.0,2.0,,Maybe/Not sure,No,Maybe,5.0,Yes,Yes,Yes,1,Unknown,Rarely,Often,Yes,No,Yes,I don't know,I don't know
42.0,Male,United States of America,Yes,0,100-500,1.0,1.0,0.0,1.0,0.0,2.0,5.0,"Yes, I observed",No,No,1.0,No,No response,Yes,1,Unknown,Rarely,Sometimes,Yes,Yes,No,I don't know,Difficult
27.0,Male,United States of America,Yes,0,100-500,1.0,2.0,0.0,0.0,0.0,2.0,1.0,No,Yes,Maybe,5.0,Yes,Yes,Possibly,1,Unknown,Rarely,Often,I don't know,No,No,I don't know,Very easy
33.0,Female,United States of America,Yes,0,More than 1000,1.0,1.0,0.0,1.0,0.0,1.0,4.0,No,Maybe,Yes,5.0,Possibly,No response,No,1,Unknown,Sometimes,Often,Yes,Yes,No,Yes,Somewhat difficult
27.0,Female,United States of America,I don't know,0,26-100,1.0,1.0,2.0,1.0,0.0,2.0,1.0,"Yes, I observed",Yes,Maybe,4.0,Yes,Yes,Yes,1,Unknown,Rarely,Often,Yes,Yes,No,I don't know,Very easy
48.0,Male,United States of America,I don't know,0,500-1000,1.0,1.0,0.0,0.0,0.0,2.0,,Maybe/Not sure,Yes,No,3.0,Possibly,No response,Possibly,0,Unknown,Sometimes,Rarely,Yes,No,No,I don't know,I don't know
32.0,Female,United States of America,I don't know,0,More than 1000,1.0,1.0,0.0,1.0,0.0,1.0,2.0,Maybe/Not sure,Maybe,Maybe,3.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,Yes,No,Yes,Somewhat easy
29.0,Male,United States of America,Yes,0,100-500,1.0,1.0,2.0,0.0,1.0,2.0,4.0,Maybe/Not sure,Yes,Maybe,6.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,No,Yes,I don't know,Somewhat difficult
36.0,Female,United States of America,Yes,1,Unknown,Unknown,,,,,,,Maybe/Not sure,Unknown,Yes,Unknown,Yes,No,Unknown,1,Yes,Rarely,Often,Unknown,Unknown,Unknown,Unknown,Unknown
29.0,Female,United Kingdom,I don't know,1,Unknown,Unknown,,,,,,,Maybe/Not sure,Unknown,Yes,Unknown,Yes,Yes,Yes,1,Yes,Never,Sometimes,Unknown,Unknown,Unknown,Unknown,Unknown
23.0,Female,Canada,No,0,100-500,1.0,2.0,0.0,0.0,0.0,2.0,3.0,Maybe/Not sure,Maybe,Yes,7.0,Possibly,No response,Possibly,0,Unknown,Sometimes,Sometimes,I don't know,No,No,I don't know,Neither easy nor difficult
50.0,Female,United States of America,I don't know,0,More than 1000,0.0,1.0,1.0,0.0,2.0,1.0,4.0,"Yes, I observed",No,Maybe,7.0,Possibly,No response,Yes,0,Unknown,Rarely,Sometimes,Yes,No,I don't know,Yes,Somewhat difficult
24.0,Female,Jordan,No,1,Unknown,Unknown,,,,,,,Maybe/Not sure,Unknown,Yes,Unknown,No,No response,No,0,No,Never,Never,Unknown,Unknown,Unknown,Unknown,Unknown
29.0,Female,Hungary,No,0,6-25,1.0,0.0,0.0,0.0,0.0,2.0,,No,No,No,5.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,No,No,No,I don't know,I don't know
42.0,Female,United States of America,Yes,0,More than 1000,0.0,1.0,2.0,0.0,2.0,2.0,1.0,Maybe/Not sure,Maybe,Maybe,7.0,Possibly,No response,Possibly,0,Unknown,Not applicable to me,Sometimes,Yes,No,I don't know,I don't know,Very easy
35.0,Male,Australia,No,1,Unknown,Unknown,,,,,,,No,Unknown,Yes,Unknown,Possibly,No response,Possibly,1,Yes,Not applicable to me,Sometimes,Unknown,Unknown,Unknown,Unknown,Unknown
22.0,Male,United States of America,I don't know,0,100-500,1.0,2.0,2.0,0.0,0.0,2.0,1.0,No,Maybe,Maybe,5.0,Don't Know,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,I don't know,Very easy
39.0,Female,United States of America,I don't know,0,500-1000,1.0,1.0,1.0,1.0,1.0,2.0,2.0,Maybe/Not sure,Yes,Yes,10.0,Yes,Yes,Possibly,1,Unknown,Rarely,Often,Yes,Yes,Yes,I don't know,Somewhat easy
29.0,Female,Canada,Yes,0,6-25,1.0,1.0,0.0,0.0,0.0,2.0,4.0,"Yes, I observed",Yes,Yes,5.0,Possibly,No response,Possibly,1,Unknown,Sometimes,Often,Yes,No,No,I don't know,Somewhat difficult
20.0,Male,India,No,1,Unknown,Unknown,,,,,,,No,Unknown,Yes,Unknown,No,No response,No,0,Not applicable to me,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
36.0,Female,United Kingdom,Yes,0,1-5,0.0,,1.0,,1.0,2.0,,No,Maybe,Maybe,8.0,Yes,Yes,Yes,1,Unknown,Often,Often,Not eligible for coverage / NA,Unknown,Yes,I don't know,I don't know
30.0,Female,Croatia,Yes,0,100-500,1.0,2.0,0.0,0.0,0.0,2.0,2.0,Maybe/Not sure,No,No,4.0,Yes,Yes,Yes,1,Unknown,Sometimes,Sometimes,I don't know,No,No,I don't know,Somewhat easy
36.0,Male,United States of America,I don't know,1,Unknown,Unknown,,,,,,,"Yes, I observed",Unknown,Yes,Unknown,No,No response,Possibly,1,Yes,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
31.0,Male,South Africa,Yes,0,6-25,1.0,0.0,0.0,,0.0,2.0,1.0,"Yes, I observed",Maybe,Yes,3.0,No,No response,Yes,1,Unknown,Sometimes,Often,No,Unknown,No,I don't know,Very easy
28.0,Male,United States of America,No,0,6-25,1.0,1.0,0.0,1.0,0.0,2.0,,No,Maybe,Yes,2.0,Possibly,No response,Possibly,1,Unknown,Sometimes,Often,Yes,Yes,No,I don't know,I don't know
28.0,Male,United States of America,I don't know,0,26-100,0.0,1.0,1.0,1.0,0.0,2.0,1.0,No,Maybe,Yes,5.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,No,I don't know,Very easy
25.0,Female,United States of America,Yes,0,More than 1000,0.0,2.0,2.0,1.0,0.0,2.0,5.0,Maybe/Not sure,Maybe,No,1.0,Yes,Yes,Yes,1,Unknown,Rarely,Often,I don't know,Yes,No,I don't know,Difficult
30.0,Male,Bulgaria,I don't know,0,26-100,1.0,2.0,0.0,0.0,0.0,2.0,2.0,No,Yes,Yes,5.0,Possibly,No response,Yes,1,Unknown,Rarely,Sometimes,I don't know,No,No,I don't know,Somewhat easy
45.0,Male,New Zealand,Yes,1,Unknown,Unknown,,,,,,,Maybe/Not sure,Unknown,Yes,Unknown,No,No response,Possibly,1,Yes,Rarely,Sometimes,Unknown,Unknown,Unknown,Unknown,Unknown
31.0,Male,Italy,No,0,100-500,1.0,2.0,0.0,0.0,0.0,1.0,3.0,No,Yes,Yes,5.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,Yes,Neither easy nor difficult
36.0,Male,Romania,No,0,100-500,1.0,0.0,0.0,0.0,0.0,1.0,1.0,No,Maybe,No,0.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,No,No,No,Yes,Very easy
37.0,Male,Argentina,Yes,0,6-25,1.0,2.0,0.0,0.0,0.0,1.0,3.0,No,Maybe,Yes,7.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,Yes,Neither easy nor difficult
37.0,Male,United States of America,No,0,26-100,1.0,1.0,2.0,1.0,0.0,1.0,2.0,No,Maybe,Yes,7.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,No,Yes,Somewhat easy
28.0,Male,Russia,No,1,Unknown,Unknown,,,,,,,No,Unknown,Yes,Unknown,No,No response,Possibly,1,Yes,Often,Often,Unknown,Unknown,Unknown,Unknown,Unknown
37.0,Male,Spain,No,0,26-100,1.0,,0.0,1.0,0.0,1.0,2.0,No,Maybe,Maybe,2.0,No,No response,Possibly,1,Unknown,Rarely,Rarely,Not eligible for coverage / NA,Yes,No,Yes,Somewhat easy
37.0,Male,Bulgaria,No,0,26-100,1.0,0.0,0.0,,0.0,2.0,1.0,No,No,No,3.0,Don't Know,No response,No,0,Unknown,Not applicable to me,Not applicable to me,No,Unknown,No,I don't know,Very easy
64.0,Male,Australia,No,1,Unknown,Unknown,,,,,,,"Yes, I experienced",Unknown,Yes,Unknown,Yes,Yes,Yes,1,Yes,Sometimes,Often,Unknown,Unknown,Unknown,Unknown,Unknown
34.0,Female,Germany,No,1,Unknown,Unknown,,,,,,,Maybe/Not sure,Unknown,Yes,Unknown,No,No response,No,1,Unsure,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
34.0,Male,Greece,Yes,1,Unknown,Unknown,,,,,,,Maybe/Not sure,Unknown,Yes,Unknown,Possibly,No response,Possibly,1,Yes,Often,Often,Unknown,Unknown,Unknown,Unknown,Unknown
36.0,Male,Spain,Yes,1,Unknown,Unknown,,,,,,,No,Unknown,Yes,Unknown,No,No response,No,0,Yes,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
26.0,Male,Brazil,No,1,Unknown,Unknown,,,,,,,No,Unknown,Yes,Unknown,No,No response,No,0,Unsure,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
33.0,Male,Hungary,No,0,100-500,1.0,2.0,0.0,0.0,0.0,2.0,4.0,No,No,No,5.0,Don't Know,No response,No,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,I don't know,Somewhat difficult
47.0,Female,United States of America,No,0,500-1000,1.0,1.0,0.0,0.0,0.0,2.0,1.0,No,No,No,4.0,No,No response,No,0,Unknown,Not applicable to me,Never,Yes,No,No,I don't know,Very easy
24.0,Female,United States of America,I don't know,0,100-500,1.0,2.0,1.0,0.0,1.0,2.0,2.0,No,Maybe,Maybe,9.0,Possibly,No response,Yes,1,Unknown,Rarely,Sometimes,I don't know,No,Yes,I don't know,Somewhat easy
26.0,Male,United States of America,Yes,0,100-500,1.0,1.0,2.0,1.0,0.0,2.0,,"Yes, I observed",Maybe,Maybe,3.0,Yes,Yes,Yes,1,Unknown,Often,Often,Yes,Yes,No,I don't know,I don't know
37.0,Male,Australia,I don't know,0,More than 1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Yes, I observed",Maybe,Maybe,5.0,No,No response,Yes,1,Unknown,Never,Never,Yes,Yes,Yes,Yes,Very easy
29.0,Male,United States of America,I don't know,0,More than 1000,1.0,1.0,0.0,1.0,1.0,0.0,3.0,"Yes, I observed",Yes,No,4.0,Yes,Yes,Possibly,1,Unknown,Sometimes,Often,Yes,Yes,Yes,No,Neither easy nor difficult
33.0,Female,United States of America,Yes,0,26-100,1.0,2.0,0.0,0.0,0.0,2.0,4.0,"Yes, I experienced",No,Yes,5.0,Yes,Yes,Yes,1,Unknown,Rarely,Often,I don't know,No,No,I don't know,Somewhat difficult
44.0,Male,United States of America,Yes,0,More than 1000,1.0,1.0,1.0,0.0,1.0,2.0,2.0,"Yes, I observed",Yes,No,8.0,Yes,Yes,Yes,1,Unknown,Rarely,Often,Yes,No,Yes,I don't know,Somewhat easy
34.0,Female,United States of America,Yes,0,More than 1000,1.0,1.0,1.0,1.0,1.0,2.0,3.0,No,Maybe,Yes,6.0,No,No response,Yes,1,Unknown,Rarely,Sometimes,Yes,Yes,Yes,I don't know,Neither easy nor difficult
35.0,Male,United States of America,Yes,0,More than 1000,1.0,1.0,0.0,0.0,1.0,2.0,,Maybe/Not sure,No,No,4.0,Don't Know,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,No,Yes,I don't know,I don't know
32.0,Other,United States of America,I don't know,0,100-500,1.0,1.0,2.0,1.0,0.0,2.0,1.0,Maybe/Not sure,Yes,Yes,7.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,Yes,No,I don't know,Very easy
23.0,Unknown,Canada,Yes,1,Unknown,Unknown,,,,,,,I've always been self-employed,Unknown,Yes,Unknown,Yes,Yes,Yes,1,Yes,Sometimes,Often,Unknown,Unknown,Unknown,Unknown,Unknown
31.0,Male,United States of America,Yes,0,More than 1000,1.0,1.0,1.0,0.0,0.0,2.0,,"Yes, I observed",Maybe,Yes,2.0,No,No response,Yes,0,Unknown,Not applicable to me,Not applicable to me,Yes,No,No,I don't know,I don't know
30.0,Male,United States of America,Yes,0,100-500,1.0,1.0,0.0,1.0,0.0,1.0,3.0,No,Maybe,Yes,6.0,Yes,Yes,Yes,1,Unknown,Sometimes,Sometimes,Yes,Yes,No,Yes,Neither easy nor difficult
42.0,Male,United Kingdom,No,1,Unknown,Unknown,,,,,,,No,Unknown,Yes,Unknown,No,No response,No,0,Not applicable to me,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
26.0,Female,United States of America,Yes,0,More than 1000,1.0,2.0,1.0,0.0,0.0,2.0,4.0,"Yes, I experienced",Maybe,No,3.0,Yes,Yes,Yes,1,Unknown,Rarely,Sometimes,I don't know,No,No,I don't know,Somewhat difficult
29.0,Female,Germany,Yes,0,100-500,0.0,1.0,0.0,1.0,0.0,2.0,2.0,"Yes, I observed",Yes,Maybe,1.0,No,No response,Possibly,1,Unknown,Rarely,Sometimes,Yes,Yes,No,I don't know,Somewhat easy
35.0,Male,United States of America,No,0,More than 1000,0.0,1.0,1.0,1.0,0.0,2.0,2.0,"Yes, I observed",Maybe,Maybe,5.0,Possibly,No response,Possibly,0,Unknown,Rarely,Sometimes,Yes,Yes,No,I don't know,Somewhat easy
31.0,Male,Spain,Yes,1,Unknown,Unknown,,,,,,,No,Unknown,Yes,Unknown,No,No response,No,0,No,Not applicable to me,Not applicable to me,Unknown,Unknown,Unknown,Unknown,Unknown
26.0,Other,United States of America,Yes,0,More than 1000,1.0,2.0,2.0,0.0,2.0,2.0,2.0,Maybe/Not sure,No,Maybe,3.0,No,No response,Don't Know,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,I don't know,I don't know,Somewhat easy
30.0,Male,United States of America,Yes,0,100-500,1.0,2.0,2.0,0.0,0.0,2.0,3.0,No,No,Yes,6.0,Possibly,No response,Possibly,1,Unknown,Rarely,Rarely,I don't know,No,No,I don't know,Neither easy nor difficult
39.0,Male,United States of America,Yes,0,500-1000,0.0,1.0,0.0,1.0,0.0,1.0,1.0,No,No,Yes,5.0,Don't Know,No response,Don't Know,0,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,No,Yes,Very easy
29.0,Male,Spain,No,0,26-100,1.0,0.0,2.0,,0.0,1.0,3.0,Maybe/Not sure,Maybe,Yes,8.0,Don't Know,No response,No,0,Unknown,Not applicable to me,Not applicable to me,No,Unknown,No,Yes,Neither easy nor difficult
27.0,Male,Spain,I don't know,0,26-100,1.0,0.0,0.0,,0.0,2.0,,No,Yes,Yes,0.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,No,Unknown,No,I don't know,I don't know
29.0,Male,Spain,No,0,26-100,1.0,0.0,0.0,,0.0,2.0,,Maybe/Not sure,Maybe,Maybe,5.0,Don't Know,No response,Don't Know,0,Unknown,Not applicable to me,Not applicable to me,No,Unknown,No,I don't know,I don't know
43.0,Male,Spain,Yes,0,26-100,1.0,0.0,0.0,,0.0,2.0,3.0,No,Yes,Yes,4.0,No,No response,No,0,Unknown,Rarely,Often,No,Unknown,No,I don't know,Neither easy nor difficult
31.0,Male,Spain,No,0,6-25,1.0,0.0,0.0,0.0,0.0,2.0,2.0,No,Yes,Yes,5.0,Don't Know,No response,No,0,Unknown,Not applicable to me,Not applicable to me,No,No,No,I don't know,Somewhat easy
27.0,Female,Spain,No,0,26-100,1.0,0.0,0.0,0.0,0.0,0.0,3.0,No,Yes,Yes,8.0,Don't Know,No response,No,0,Unknown,Rarely,Often,No,No,No,No,Neither easy nor difficult
36.0,Male,Greece,Yes,0,26-100,1.0,1.0,1.0,0.0,0.0,2.0,2.0,No,Yes,Yes,7.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,No,No,I don't know,Somewhat easy
44.0,Female,United States of America,Yes,0,500-1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Maybe/Not sure,Yes,Yes,6.0,No,No response,Yes,1,Unknown,Rarely,Sometimes,Yes,Yes,Yes,Yes,Very easy
44.0,Male,United States of America,Yes,0,More than 1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,Yes,Yes,8.0,No,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,Yes,Yes,Yes,Very easy
27.0,Female,United States of America,No,0,More than 1000,1.0,1.0,1.0,1.0,0.0,1.0,1.0,No,Yes,Yes,10.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,Yes,Yes,No,Yes,Very easy
42.0,Female,United States of America,Yes,0,More than 1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Yes, I experienced",Yes,Yes,7.0,Yes,Yes,Yes,1,Unknown,Rarely,Often,Yes,Yes,Yes,Yes,Very easy
28.0,Male,United States of America,Yes,0,More than 1000,1.0,1.0,1.0,1.0,1.0,2.0,2.0,Maybe/Not sure,Yes,Yes,7.0,Yes,Yes,Yes,1,Unknown,Rarely,Rarely,Yes,Yes,Yes,I don't know,Somewhat easy
43.0,Male,United States of America,No,0,6-25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"Yes, I experienced",Maybe,Maybe,7.0,Yes,Yes,Yes,1,Unknown,Sometimes,Sometimes,Yes,Yes,Yes,Yes,Very easy
28.0,Female,Canada,I don't know,1,Unknown,Unknown,,,,,,,"Yes, I experienced",Unknown,Yes,Unknown,Yes,Yes,Yes,1,Yes,Rarely,Often,Unknown,Unknown,Unknown,Unknown,Unknown
49.0,Female,United States of America,Yes,0,More than 1000,1.0,1.0,1.0,1.0,1.0,0.0,1.0,"Yes, I observed",No,No,5.0,Yes,Yes,Yes,1,Unknown,Rarely,Sometimes,Yes,Yes,Yes,No,Very easy
32.0,Male,France,I don't know,0,6-25,1.0,2.0,0.0,0.0,0.0,2.0,3.0,Maybe/Not sure,Maybe,Maybe,5.0,Possibly,No response,Yes,1,Unknown,Often,Often,I don't know,No,No,I don't know,Neither easy nor difficult
33.0,Male,United States of America,I don't know,0,100-500,1.0,2.0,2.0,0.0,0.0,2.0,,No,Maybe,Maybe,2.0,Don't Know,No response,Don't Know,0,Unknown,Not applicable to me,Not applicable to me,I don't know,No,No,I don't know,I don't know
45.0,Male,United States of America,Yes,0,6-25,1.0,0.0,0.0,1.0,0.0,2.0,3.0,No,No,No,4.0,Possibly,No response,Possibly,0,Unknown,Sometimes,Sometimes,No,Yes,No,I don't know,Neither easy nor difficult
25.0,Female,United States of America,I don't know,0,26-100,1.0,2.0,2.0,0.0,0.0,2.0,5.0,No,Maybe,No,5.0,Yes,Yes,Yes,1,Unknown,Sometimes,Often,I don't know,No,No,I don't know,Difficult
42.0,Male,United States of America,Yes,0,26-100,1.0,1.0,2.0,1.0,0.0,2.0,5.0,No,No,Maybe,2.0,Yes,Yes,Yes,1,Unknown,Often,Often,Yes,Yes,No,I don't know,Difficult
25.0,Male,United States of America,Yes,0,6-25,1.0,1.0,0.0,0.0,0.0,2.0,3.0,"Yes, I observed",Yes,No,0.0,Don't Know,No response,No,0,Unknown,Not applicable to me,Not applicable to me,Yes,No,No,I don't know,Neither easy nor difficult
